row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
4,Window Frame,nos,718.6,1222.0,878129.2,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
5,PCC 1:4:8,cft,"3,212/-",566.0,1818218.4,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
6,Plastering,sft,1299,1245.0,1617255.0,As per BOQ,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
7,Flooring,sft,2705.5,1173.0,3173551.5,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
,,,,,172481.81,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1531261.03,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
,,,,,17248.18,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
,,,,,155233.63,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C006-05,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
Date:,"July 16, 2011",,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,13275660.6,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
1,Plastering,sft,2712.7,,3702835.5,As per BOQ,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
2,Excavation,cft,,207.0,902996.1,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
3,Flooring,sft,1722.8,1016.0,1750364.8,As per BOQ,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
4,Painting,sft,2432.5,1587.0,3860378.0,As per BOQ,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
5,Door Frame,nos,431.8,2449.0,1057478.2,As per BOQ,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
,,,,,2285386.8,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
,,,,,543542.5,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
,,,,,228538.68,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
,,,,,2056848.12,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_05.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C006-06,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
Date:,2011/07/12,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,10209339.71,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
1,Flooring,sft,826.1,934.0,771577.4,Disputed,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
2,Plastering,sft,3428.6,689.0,2362305.4,As per BOQ,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
3,Brick Masonry,cft,TBD,1372.0,24010.0,Disputed,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
4,Window Frame,nos,4169.2,797.0,3322852.4,Verified,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
5,Electrical Wiring,point,"PKR 2,328",2021.0,4705898.5,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
6,Door Frame,nos,366.1,1927.0,705474.7,Verified,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
7,PCC 1:4:8,cft,4519.8,1023.0,4623755.4,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1886901.71,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
,,,,,6366531.8,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
,,,,,188690.17,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1698211.54,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_06.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C007-01,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Date:,2012/03/15,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Flooring,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,"2,820,261/-",,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
1,Electrical Wiring,point,4135.1,1821.0,7530017.0,Disputed,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
2,Flooring,sft,"PKR 3,320",1578.0,5238328.8,As per BOQ,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
3,Brick Masonry,cft,543.8,1654.0,899445.2,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
4,Plumbing Fixture,nos,"1,130/-",2146.0,,As per BOQ,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
5,PCC 1:4:8,cft,4145.9,1966.0,8150839.4,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
6,Window Frame,nos,2696.2,2181.0,5880412.2,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
7,Door Frame,nos,528.9,1478.0,781714.2,Disputed,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
8,Painting,sft,1534.9,377.0,578657.3,As per BOQ,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
9,Excavation,cft,2517.4,2334.0,5875611.6,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,205996.47,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,708124.88,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,20599.65,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,185396.82,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C007-02,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Date:,2013/06/26,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Flooring,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,11359547.8,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
1,PCC 1:4:8,cft,2881.1,1341.0,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
2,Plumbing Fixture,nos,1104.5,1108.0,1223786.0,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
3,Door Frame,nos,,532.0,928712.4,As per BOQ,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
4,Window Frame,nos,29.2,,46661.6,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
5,Electrical Wiring,point,2753.7,55.0,151453.5,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
6,Brick Masonry,cft,"3,894/-",1930.0,7515420.0,Disputed,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
7,Plastering,sft,2292.4,1119.0,2565195.6,As per BOQ,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
8,RCC M20,cft,2513,2238.0,5624094.0,Disputed,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,770322.67,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,6163117.6,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,77032.27,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,693290.4,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C007-03,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Date:,04-15-2014,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Flooring,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,13739238.86,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
1,PCC 1:4:8,cft,4763.8,1232.0,5869001.6,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
2,Window Frame,nos,843.6,1605.0,1353978.0,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
3,Door Frame,nos,384.6,362.0,139225.2,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
4,Painting,sft,1768.2,1504.0,2659372.8,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
5,Electrical Wiring,point,"PKR 2,492",1849.0,4608447.6,Disputed,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
6,Flooring,sft,3482.7,2064.0,7188292.8,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
7,Excavation,cft,480.1,843.0,404724.3,As per BOQ,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
8,Brick Masonry,cft,1125.3,718.0,807965.4,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,2269647.32,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,7213509.47,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,226964.73,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,2042682.59,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C007-04,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Date:,18-Jan-2012,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Flooring,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,"11,590,067/-",,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
1,Plastering,sft,1039.2,1846.0,1918363.2,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
2,PCC 1:4:8,cft,2673.2,700.0,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
3,Flooring,sft,,850.0,3723340.0,As per BOQ,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
4,Door Frame,nos,4806.3,146.0,701719.8,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
5,Electrical Wiring,point,903.9,1360.0,1229304.0,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
6,RCC M20,cft,2702.7,1411.0,3813509.7,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
7,Brick Masonry,cft,2708.9,631.0,1709315.9,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
8,Painting,sft,"PKR 2,086",2170.0,4526186.0,Verified,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1605686.0,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
,,,,,3342621.73,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
,,,,,160568.61,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1445117.48,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C007_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C008-01,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Date:,"October 26, 2011",,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Scope:,HVAC,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,9086521.17,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
1,Plumbing Fixture,nos,818.4,2202.0,1802116.8,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
2,PCC 1:4:8,cft,4443.9,351.0,1559808.9,Verified,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
3,Window Frame,nos,2980.6,156.0,464973.6,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
4,Door Frame,nos,,2296.0,4615648.8,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1267261.06,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,5530121.58,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,126726.11,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1140534.95,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C008-02,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Date:,05/01/13,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Scope:,HVAC,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,TBD,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
1,Window Frame,nos,4153.9,2425.0,10073207.5,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
2,Brick Masonry,cft,"PKR 4,311",1510.0,6509006.0,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
3,Painting,sft,4653.3,217.0,1009766.1,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
4,Excavation,cft,2321.9,435.0,1010026.5,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
5,Electrical Wiring,point,2782.9,1795.0,,Verified,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1088478.26,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,7538509.76,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,108847.83,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,979630.43,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C008-03,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Date:,23/11/2011,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Scope:,HVAC,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,14673726.27,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
1,Plastering,sft,1307.2,2126.0,2779107.2,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
2,PCC 1:4:8,cft,1119,356.0,398364.0,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
3,Door Frame,nos,3225.1,2300.0,7417730.0,Disputed,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
4,Electrical Wiring,point,4449.2,2040.0,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
5,RCC M20,cft,58.1,2077.0,120674.0,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
6,Plumbing Fixture,nos,3460.6,1051.0,3637090.6,As per BOQ,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
7,Flooring,sft,4030.8,1304.0,5256163.2,Disputed,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
8,Brick Masonry,cft,948.1,734.0,695905.4,Disputed,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
9,Excavation,cft,2966.5,1024.0,3037696.0,Disputed,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1544211.73,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,3365921.2,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,154421.17,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1389790.56,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C008-04,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Date:,18.09.2012,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Scope:,HVAC,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,14589197.41,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
1,Plastering,sft,3623.7,1478.0,5355828.6,Disputed,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
2,Window Frame,nos,3552.8,904.0,3211731.2,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
3,Electrical Wiring,point,725.9,1131.0,820992.9,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
4,Plumbing Fixture,nos,1503.2,1374.0,2065396.8,,contractor_bills\SATTI_PLAZA_C008_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
